用户id,用户名,用户头像,发布时间,性别,账户类型,是否机构号,粉丝数量,点赞数量,评论数,回答内容,影响力
31471de1c5176cf11dd8012f2b45c823,二哥,https://pica.zhimg.com/v2-4a6a24ba3cfbf92fc79224f121e8ac5f.jpg?source=1940ef5c,2022/11/4,未知,people,FALSE,714,1107,109,知道新农保为什么叫新农保吗？因为有个老农保。我好像说了一句废话，非也。我要说的是，当年老农保没有持续下去，开了个新农保，对老农保的处理办法是：1、已经在领老农保养老金的，改领新农保基础养老金。2、还未到年龄的，退还个人账户资金，结束养老保险关系。总而言之，有些人不信任是有原因的。,6.375657328
00e4bc0aae34ac9ff64eed9f6c60979b,花少,https://picx.zhimg.com/v2-51d433775b7dfecd471ed53b2e2d140d.jpg?source=1940ef5c,2022/12/3,男,people,FALSE,12356,711,219,先上结论：1、年收入6万（12*5000）以下，本来就不需要交个人所得税，如果交了个人养老金，未来要提取时，反而要交3%的税，就亏了，所以这部分老铁没有必要参与。2、年收入6-9.6万，个人所得税和提取税率一样，都是3%，所以也享受不到免税的优势，也不需要参与。3、年收入在9.6万以上时——即每个月工资8000以上，边际税率10%，税率已经高于3%，此时开始就有必要考虑参与个人养老金。4、收入越高，税率越高，参与个人养老金省的税越多，越建议参与。……最近个人养老金特别火。上周五，全国36个先行城市或地区纳入个人养老金试点，今天开通了账户的老铁们，也已经可以开始买相关的理财产品。私下里也有不少老铁在问我，到底要不要买个人养老金？趁着这个机会，我们就来和大家说一说个人养老金相关的问题。文章内容包括：什么是个人养老金？不是已经有养老保险了吗，为啥还需要个人养老金？如果购买个人养老金，有啥好处优势？到底该不该买个人养老金？怎么买？买什么？1.0什么是个人养老金？不是已经有养老保险了吗，为啥还需要个人养老金？个人养老金，简单理解就是一个超长期的“个人养老账户”，每个月自愿多攒一笔钱，留着以后养老用。可能有老铁会问，不是已经有养老保险了吗，为啥还需要个人养老金？这就需要讲到咱们国家的的养老体系三大支柱了。第一支柱，基本养老保险，就是交社保到期后能领的“退休金”，由国家帮你养老。第二支柱，职业养老金，就是大家常说的企业年金，一些福利好的公司才有，大部分没有，由公司帮你养老。第三支柱，个人养老金，自己出钱买的一些商业养老产品，例如年金险、增额寿、理财产品等，由自己给自己养老。从上面图中的结构数据我们可以看到，目前我们国家的养老主要是靠第一支柱，另外两块比例都不算大。据2021年5月七普的数据，我国60岁及以上人口的比重达到18.7%，其中65岁及以上人口比重达到13.5%，基本意味着跑步进入了老龄化。此外，我国先后有三次“婴儿潮”，分别是1950-1958年、1962-1975年和1981-1997年，按照这个计算，这三次“婴儿潮”时期的出生人口会在2010-2018年、2022-2035年和2041-2057年相继步入老年期。会分别按下三次人口老龄化的快进键。所以，随着我国人口老龄化问题日趋严重，后续的养老压力会越来越大，政府支出可能将难以覆盖快速增长的养老金缺口，为了保证养老金的长效发放，养老负担的重心将从国家逐渐转移至个人，于是近年来国家在大力发展“第三支柱”个人养老金。2.0如果参加个人养老金，有啥优势？概括性的说，主要有2点：优势一：个税优惠。每人每年最多可享受1.2万的个税抵扣额度，在老了提取养老金时只需按3%的税率缴纳个税、其投资收益部分还能免税。当然不同收入的人、其省税额也不同，最多的一年能省5000多元，如下图：优势二：强制储蓄投资。很多人都有这样的经历，钱存不下来月月光，所以养老筹划必须强制积累。而个人养老金账户是封闭运作的，一旦参加后只有满足一定条件（比如退休、移民、身故）才能提取，这就确保了强制积累、强制投资。在复利效应下，投资回报非常可观。我们做个计算啊，按照不同的预期收益率（3%、5%、8%、12%），每年投资1.2万、30年后的本息总收益如下图：需要具备哪些条件才可以买个人养老金？我给大家梳理了一下重点：1. 必须先有养老保险（职工和居民都可以），才能开个人养老金。2. 一年最多交12000元，可以分次或一次性缴纳，交不交全凭自愿。3. 可以不交，但交的钱，退休之前都取不出来，基本要退休（包括丧失劳动能力、出国、死亡等）后才能取。4. 养老金账户里的钱可以用于投资理财，但买什么由自己决定，有存款、理财、保险、基金。风险高低个人选择，盈亏也全都个人承担。5. 存入个人养老金账户的钱可以不交个人所得税，未来提取时本金+收益需交3%的税。3.0到底该不该买个人养老金？先说结论：年收入＞9.6万的老铁们可以买，年收入越高，省的税越多，否则不建议瞎搀和。按照收入的不同，我这里做了一个表格，供大家参考具体来看，1、年收入6万（12*5000）以下，本来就不需要交个人所得税——咱们国家现在交个人所得税起征点是每月收入高于5000元，如果交了个人养老金，未来要提取时，反而要交3%的税，就亏了，所以这部分老铁没有必要参与。2、年收入6-9.6万，个人所得税和提取税率一样，都是3%，所以也享受不到免税的优势，也不需要参与。3、年收入在9.6万以上时，边际税率10%，税率已经高于3%，此时开始就有必要参与个人养老金。3、收入越高，税率越高，参与个人养老金省的税越多，越建议参与。比如年收入102万以上时，边际税率已经达到45%，一年可以节税5400元，30年算下来也是笔不小的收入了。4.0怎么买？买什么？目前已经有36个城市和地区属于试点地区，只要你在以下城市（地区）有交养老保险，就可以开户了。其他城市还不行，再等等，估计也快。1）在哪儿开户？哪个银行福利高？目前为止，有23家银行可以开通个人养老金资金账户。需要注意！个人养老金资金账户，只能开通一个。你在这家银行开通了，别的银行就不能同时再开第二个了。（反悔了可以换到别的银行，但换起来估计也很麻烦）所以，一是你要特别慎重，要选一个自己使用起来方便、顺畅的银行。二是，这个开户机会，对于银行来说也非常宝贵。必须下力气抢人。于是就有了开户羊毛，高的送500元，少的也送几十元。我看有人总结了一个这23家银行的羊毛，供大家参考，当然全国各地分行支行，可能还有一些额外的福利，欢迎大家补充。不清楚的也可以打它们客服电话问问。2）开户流程如何，开通后买啥？怎么买？开通流程很顺畅，几分钟就行了，不用担心麻烦。开通时，先是给你建立一个信息账户，然后建立一个资金账户。你就能转钱进去，买买买相关产品了。每年最多转12000元。具体可以买四大类——1）存款。2）银行理财产品。3）基金——目前有129个养老FOF。4）保险——目前有7个养老保险产品，都是理财型。这里咱们重点给大家讲讲买基金这块，129个养老FOF怎么选？买什么？思路大体分两种：一种是名字里带年份的，目标日期型。它的投资策略是随着人的年龄增长，逐步降低股票仓位，从进取、平衡，再到保守。比如华夏养老目标日期2035三年持有期，意思是在2035年左右退休的人，适合买它。随着离2035年越来越近，它的股票占比降低、债类占比升高，对回撤也会越来越重视。同样的道理，那名字里有2050的，就适合2050年退休的人来买，这个大家自己算一下就行。另一种目标风险型。简单来说，就是根据你自己的风险偏好来自己选，它的投资风格，一般在基金名字里就会体现，比如带有“稳健”二字的，股票不超过10%-25%。名字里有“保守”，股票不超过15%；有“平衡”两个字的，路子更野一些，最多通常能买60%股票。总体上，如果你是个新手，或者懒得费心思，那就对照自己的退休时间，买名字里带有年份的就行。公众号：花少点财，冒险审慎的投资，严肃活泼的生活，每天盘中分享【基金实盘&amp;买卖点操作提示】，公号还为大家精心准备了大量干货学习资料&amp;惊喜福利，大家可以移步过去看看。超级基金攻略，大家买基金看这篇文章就足够了！,6.048637572
f574b1e290531f3adcbe99e1d32101ec,一梦千年,https://pica.zhimg.com/v2-1f391cc7e572cbaaaa0c52fe10a98dcf.jpg?source=1940ef5c,2022/12/11,女,people,FALSE,145,803,59,孩子，把你压岁钱给我，我帮你存着“我想买这个”你还小，这东西没用你都这么大了，还买这些没用的东西？什么？要钱花？给你养这么大，吃的喝的穿的用的，哪样不是钱？我没朝你要钱不错了，你还朝我要钱花？你有没有良心啊，一点感恩的心都没有，白眼狼,6.041003241
518822219a3fd5f8e49634466437e3e9,骗你是小狗,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/15,未知,people,FALSE,23,699,225,给大家讲个故事，我是1994年出生的，我出生那年，老父亲极其高兴，遂参加了一个保险，叫做结婚险，具体是什么呢，就是每年存100元，存够24年，就是我二十四岁，直接给你5000元，94年的时候，我父亲听到5000元，那可真是个大数目啊，二话不说就交了，结果怎么着，我二十四岁去取了5000，买台好点的电脑都不太够咯。(总结：你买吗？),6.035726139
8a9b40d011833b02c59dd65c5087bfef,你的眼睛,https://picx.zhimg.com/v2-d5fd035decc4914c4cb44c46dc0ce752.jpg?source=1940ef5c,2022/11/4,未知,people,FALSE,81,723,96,个人养老金与银行存款的唯一区别，后者可以取出来。,5.96975075
c080877f183eb54eadc9765d4ac94388,气气,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/5,男,people,FALSE,28,703,98,没有，典型的你图它利息，它图你本金。收益是正是负？何时领取？全都是未知。为什么会有这个产品，因为现在的养老金不够了。要么你快退休了，能逃点个税。如果才三四十岁，现在正常的养老金缴纳到死了都不一定拿得到，还期望退休后能拿到个人养老金？,5.945427938
7bc0ba64b17fd39287e1014ee0349e38,张导,https://pic1.zhimg.com/v2-9da17b90fdbd0a07f20e52a224b36b06.jpg?source=1940ef5c,2022/12/5,女,people,FALSE,5431,637,60,为了省几百到几千块钱的税，牺牲每年一万二资金流动性数十年，还要承担几十年的政策变更风险。。。。。。,5.823469179
ab1b15700f113e9ff9e537eecf286e65,深蓝大师兄,https://picx.zhimg.com/v2-4645a096f69e70d800fb4a557b238421.jpg?source=1940ef5c,2022/12/5,男,people,FALSE,81389,560,148,大师兄还是那个观点：只要个人养老金账户每年1万2的缴纳上限不放开，那么个人养老金始终是鸡肋。——食之无味，弃之也不可惜。为什么呢？因为个人养老金这种东西，是妥妥的穷人买不起，富人瞧不上，只有中产会看上说得难听点，月薪低于8000的朋友，可以划走不用看了，个人养老金压根不是我们该考虑的事。不过话说回来，人还是要有梦想的，万一以后升职加薪了，打算入“坑”的朋友，还是可以提前了解一下。一、个人养老金到底是什么？个人养老金，说白了，就是国家在社保以外，鼓励你到银行，再开一个个人养老金账户，提前攒钱养老。每年自己往里交钱，买国家筛选出的金融产品。跟上班交的那个社保养老不同的是，那个是强制交，单位和你都要出钱，公司不交还违法。而个人养老金，则完全是你自己缴费，自愿参加。你可以按月交、按年交，但是每人每年最多只能交1万2，相当于每个月最多只能交一千，想多买也没有。这笔钱你可以拿来在官方平台上买银行理财、存款、基金、商业保险，可以只买一种，也可以多买几种反正赚了亏了都算你的。而且国家为了鼓励大家买，还额外给了一个福利：给你省税。你每年可以享受到，12000块钱的省税额度。和咱们之前每年退税那个专项附加扣除，是类似的。二、个人养老金特点分析为了吸引大家开通个人养老金账户，多家银行都发出了丰厚红包，这也让很多朋友心动不已，犹豫着自己要不要也买一点。不过，这事不只是薅个羊毛那么简单，还是比较严肃的；毕竟这笔钱一存就是几十年，所以买之前一定要搞清楚这3个问题。1、个人养老金能节税，但力度有限个人养老金制度最直接的优惠就是可以抵税。每年最高能买 1.2 万，相当于每年最多有 1.2 万的免税额，等到下一年做个税年度汇算时，可以做专项扣除，然后给我们减税。那么，节税力度到底有多大？根据收入的不同，优惠金额也有差别，我们给大家算了算：假设每年投入 1.2 万（即每月 1000 元），税前月薪 1 万，一年少交 1200 元的税；税前月薪 5 万，一年节税 3600 元。收入越高，节税金额就越多，每年最多可节税 5400 元。不过，大家千万要注意一点，买个人养老金时，省下的税只是暂时的，等咱们将来退休领个人养老金时，还要交 3% 的税。这就意味着，如果你税前月收入不超过 8000 元，也就是缴纳个人所得税的税率不超过 3%，那么你买个人养老金，是享受不到税收优惠的。只有缴纳个人所得税税率在 3% 以上的人，也就是税前月收入超过 8000 元的朋友，买个人养老金才有可能占到税优“便宜”，换句话说，高收入人群更适合买个人养老金。2、产品相对安全，但必须退休后才能领目前，个人养老金资金账户可以买到的产品，总共有 4 类：储蓄存款、理财产品、商业养老保险、公募基金，而且这些产品都要满足运作安全、成熟稳定、侧重长期保值等要求。也就是说，咱们能买的产品都是经过国家筛选的，相对安全靠谱，能一定程度上降低投资风险。降低风险不等于完全没有风险，像里面的基金、理财产品等都是不保本的，有涨有跌。只是说从长远来看，可能会获得相对稳健的投资回报。不过，个人养老金虽然相对安全稳健，但流动性较差：一旦我们开始往里投钱，就必须等到退休、完全丧失劳动力或出国定居的情况下，才能取出来。而要是买别的养老年金险，遇到着急用钱的情况，还可以通过保单贷款或者部分减保，来换取一定的流动性。所以说，如果你打算买个人养老金，就要做好“这笔钱即将被锁死，退休前完全用不了”的心理准备。3、个人养老金领完即止，并非用之不尽有社保的朋友都知道，按照现在的政策，养老保险交够 15 年，等以后退休了，就能一直领社保养老金，活到老领到老。而个人养老金在领取规则上，和社保养老金有很大的不同：咱们可以自己选择个人养老金的领取方式，比如按月领、分次领等，但账户里的钱是有限额的，领完就没有了。（来源：《个人养老金实施办法》）说白了，其实就相当于你多了一个理财账户，里面的钱包括本金和收益，固定就那么多，退休后你可以拿出来用，但它并非用之不尽。相比之下，社保养老金、终身领取型年金险等，在领钱环节会更友好些，可以领一辈子，能更好地转移长寿风险。总结来说，个人养老金虽好，但也有一些问题需要注意，并非适合所有人。如果你手上有闲钱，且缴纳个税比例在 3% 以上，也就是税前工资超 8000 元，买个人养老金还是挺划算的，既能抵税，又能强制自己存养老钱。另外提醒下，如果你的税前工资超 8000 不多，并且你还有其他的减税项目，比如房租房贷、养娃养老等，也要考虑下这部分专项扣除后，自己的税率是否还会超过 3%。每月工资不超过 8000 块的朋友，建议可以再观望观望，因为按照现在的政策，这部分人去买个人养老金，很有可能钱没省下，反倒还要多交税。另外，如果大家想要让老年生活更加滋润些，也可以考虑下商业养老保险。它和个人养老金一样，属于我们国家养老保险体系的第三支柱，不仅可以锁定长期收益，活到老领到老，而且相对灵活一些。以目前市面上热销的一款养老年金险为例，30 岁女性，每年交 10 万，交 5 年，60 岁那年能领到 5 万，此后每年领的钱都会递增，到 90 岁时累计能领 251 万，活多久，就能领多久。三、想买个人养老金，具体怎么操作？如果大家已经对个人养老金有了充分的了解，确实想开户占个坑，那这部分就是实操流程了。不过也要注意，只有交了职工养老保险或者居民养老保险的，且在 36 个试点城市/地区的朋友才能买，如果没交，或者是不在这些城市的话就买不了。确认了自己有购买资格后，就可以根据下面的步骤开始操作了：总的来说，如果想要购买个人养老金产品，需要按先后顺序开通两个“账户”，接着才能存入养老金、购买产品。想操作更加方便，可以直接在银行 App 按照相应的指引，一次性开通两个“账户”并绑定。这里也提醒大家：开通个人养老金资金账户时，只能选一家银行，开通一个账户；如果想更换银行，需要注销上一个银行账户，相对比较麻烦。目前不同银行支持购买的产品，可能会不一样。比如，招商银行现在只能买到其中 3 款商业养老保险、5 款基金，而交通银行有四十多款的基金产品，但暂时没有商业养老保险。大师兄建议，大家还是选自己用得方便的银行开户，以便后续操作。写在最后说实话，哪怕买了个人养老金，其实还是没法解决我们的养老问题。首先，目前一年最多只能交1万2，额度太少了。哪怕是最好的一款产品，退休能保证拿到手的钱一年也只有不到1万3，折下来一个月才1千出头。如果想要比较充足的养老，和个人养老金同在第三支柱里的商业养老保险，其实也是一个很好的方向，同样是国家大力鼓励的，在锁定长期利率的同时，还可以保证收益。养老年金，买的时候就知道老了退休能拿多少钱 而且收益都是白字黑字写进合同的，非常安全。也不用非要等到60退休才能领钱，你可以约定55岁就拿钱出来花，活多久就领多久 一辈子都不怕没钱花。总之呢，不管是个人养老金还是商业养老保险，都是在替我们自己准备养老钱，大家可以根据自己情况来选择适合的产品。延伸阅读：买百万医疗险看这篇就够了：百万医疗险测评，选出了2022年TOP性价比的5款全家人保险怎么买？看这一篇就够了！0~80岁人群超全保险攻略来了！（附2022年最新产品推荐）支付宝保险靠谱吗？历时1个月，调研80款，我把支付宝保险彻底扒干净了！（附支付宝保险红黑榜）父母五六十岁怎么买保险？高血压、糖尿病、结节、脂肪肝投保教学看这一篇就够了！一文读懂四大保险怎么买？（重疾险、医疗险、定期寿险、意外险）意外险，你的套路我走过！（小白必读的意外险避坑指南）定期寿险，你的套路我走过！（小白必读的定期寿险避坑指南）理财险，你的套路我走过！（小白必读的理财险避坑指南）凭什么支付宝、微信上的保险这么便宜？互联网保险真的靠谱吗？为你360度拆解医保是如何报销的，彻底吃透医保福利！,5.81005927
38b4927752569cd69b7726898c653553,青梅如豆,https://picx.zhimg.com/v2-edfb86e8c90eb062c1951dd1cf49a30f.jpg?source=1940ef5c,2022/12/16,男,people,FALSE,88,537,108,1.不保本不保息；2.每年最多1.2w元购买额度；3.二十年内不能赎回，无法抵押；4.到期赎回有3个点的手续费；5.资产穿透到什么上不得而知；6.管理团队未知，过往业绩未知。别人不知道，反正我的理财经理是不敢给我推荐这么一款产品的，怕我发动嘲讽技能。,5.710456156
0964a3dbf56fd235844bb74b62a23091,魂归战袍,https://picx.zhimg.com/v2-fd60235ab3fd5b6c5e73aee4a8ef340b.jpg?source=1940ef5c,2022/11/4,未知,people,FALSE,12,502,48,没想到这么多人看，我补充一点，很多人吐槽这个图是p的，p不p的不是重点，重点是图里这几个标题，各位可以自行百度下这几个标题确定真实性。其他的就不多说了。,5.585378746
3ca23f07fc5068bd0c92a184bc681c72,世界树的影子,https://picx.zhimg.com/v2-b819c5a850124c1250045b386d35d1a2.jpg?source=1940ef5c,2022/12/19,男,people,FALSE,2599,418,128,社保已经亏空成这样了，你们就不会吸取教训吗？再想想，社保政策已经变过好几次了，个人养老金的政策难道不会变？说不定哪天就变成统筹使用，然后就被挪用了。甚至可以直接给你亏损漂没掉。有闲钱直接在四大国有银行存3年以上定期存款，收益不比大部分理财低，还不用提心吊胆每天看是不是亏了，遇到紧急事情,5.516488174
4e05bbf375d6237d6e56394de2b9d422,李建秋,https://picx.zhimg.com/v2-249fd5c1ff1151cce9b21131398233ae.jpg?source=1940ef5c,2022/12/9,男,people,FALSE,617459,310,2,先问你个问题：你知道什么是个人养老金吗？为什么30岁要存？要清楚该不该存个人养老金，首先要对“个人养老金”这个定义给予界定，因为现在很多人不知道什么叫“个人养老金”，有大批的人把个人养老金和市场上的理财产品混为一谈，既然叫养老金，肯定跟理财产品不一样的。个人养老金在我国的历史并不长，2018年，五部委印发了《关于开展个人税收递延型商业养老保险试点的通知》，决定在部分地区开展个人税收递延型商业养老保险试点，这是新时代我国社会保障制度改革中具有里程碑意义的重大事件，标志着我国第三支柱个人养老金制度开始推进。既然上升到了“第三支柱”的地步，那就要说说之前的养老金是如何运行的。我国的养老金有三根支柱，其中最大最粗的支柱是第一支柱，也就是基本养老保险，到目前,5.386538387
e82eed9cc724d983c41ad59483b90fdc,谢流远,https://picx.zhimg.com/v2-0214ee7ff3640a2b0d327282b1e16e98.jpg?source=1940ef5c,2022/11/4,男,people,FALSE,123919,367,65,省流：就是一年最多能省12000*(0.45-0.03)=5040的税。对于工资没到个税起征点的大多数知乎用户来说这玩意没啥意义。。。,5.377553133
12cc8f31c86df523717b159f5075b9d3,王克丹,https://picx.zhimg.com/v2-27f1c9cb53f0cff1438eddf32e33c32b.jpg?source=1940ef5c,2022/11/5,未知,people,FALSE,392703,301,66,经济上很多东西其实就是算账，算利好，算成本，这里尝试分析一下个人养老金的利好和成本。新的东西要推行，首先要算利好，个人养老金短期的利好是税收，而且是鼓励高收入群体来购买，具体可以参考个税税率表，累进税制、起征点是5000，超过85000的最高税率是45%。题外话，个税改革是我国重要的分配改革之一，由于改革后很多东西需要实践中改进，预计真正发挥修复财富结构的作用还要晚一些，比如大数据查税也逐渐开始发挥作用，某些领域总是重灾区，最近又有关于大额公私转账时试点。回归正题，个人养老金短期来看比较具有吸引力的就是税收优惠，尤其是高收入群体，税率越高优惠力度越大，那么这些钱在专管账户原则上也是未来自己的钱，尤其是45%税率的，本身也是税收，自己其实只需要出5.5成的钱，最高1.2万原则上只需要出6.6，其余的部分本来就是应缴纳的税收义务。相应的对于低收入群体吸引力就低的多，比如加上五项专项扣除后本身就缴纳税收很低的群体，基本没有吸引力，客观上来说工薪生活压力大，结余本身就不高，预计不是个人养老金的潜在目标。算了利好，再看成本，成本是这些钱要长期封闭，类似于一个周期很长的投资，成本就是时间，时间带来不确定性以及通胀。涉及到两个点：一个流动性，如果长期投资和短期投资收益相同，那么大概会选择后者，其实现实中也有，5年期存单收益低于3年期，大概不会有人买错吧，购买长期的投资其实就是放弃了流动性。另一个是现值计算，简单理解就是现在的钱和未来的钱购买力是有差异的，从投资收益来看是正的，假设长期通胀高于长期平均收益，那么还是一个购买力折损的过程，反之是购买力增加的过程。这里面通胀不好预测，但投资环境是需要改进的，至少要保证投资人的权益。总结起来，利好和成本就在这里，对于高收入群体并不是一件坏事，对于工薪来说，可能吸引力有限。,5.350294352
0a2ba9a0fd597e5a4bccdc3b3e006674,谈天说股,https://picx.zhimg.com/v2-518b99eae8a77bc618f22dc4cfafa2e1.jpg?source=1940ef5c,2022/11/4,男,people,FALSE,2395,370,58,我给相关部门出一招。推行养老金共济制度。子女交的养老金可以给父母用。既补充了养老金，又惩罚了那些不愿生育的人。一箭双雕。,5.316842217
caa4b3dc56ff423df8806d253df8ff5c,圆本初,https://pic1.zhimg.com/v2-469abc61625948d98c9eb3fb9d760fb0.jpg?source=1940ef5c,2022/11/4,男,people,FALSE,51,366,14,我觉得40岁以下的人没必要关注，养老政策到不了你们退休就会再变，而且你们也不一定能活到退休,5.23806352
22b3d94647d413cd423710075ec234e1,哈皮,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/11/4,未知,people,FALSE,28,295,48,目前30，我感觉我活不到65退休,5.093767379
962d4506b42634b7fce8b214bb831450,猫科猿,https://pic1.zhimg.com/v2-71f7bd46a5d4bede50903ec21533c8b3.jpg?source=1940ef5c,2022/11/4,男,people,FALSE,36,279,9,恶心,4.964965457
06dfad2b0677b2dbaefef6f1ac9922fe,万答通,https://picx.zhimg.com/v2-35b29ced75a54624ca7c265507a6fd6f.jpg?source=1940ef5c,2022/12/11,男,people,FALSE,6962,273,12,如果你是旅游从业者，那就有必要买。不然全中国扛着相机，围着丝巾，全国各地旅游的老大爷老大妈们，他们高达上万的退休金怎么发？没退休金谁来你这旅游。如果你是医疗从业者，那也有必要买。兴许公仆们退休后拿着公务员补充医保来看病的同时，说不定能给你多塞两红包。如果你是酒店从业者，那也有必要买。公仆们退休前习惯了在饭店吃喝，退休后要想继续这个习惯，退休金不能少。如果你是房产从业者，那也有必要买。公仆们虽然都有补充公积金，但多一点退休金就能在买房、装修时多大方一点。如果你是娱乐从业者，那也有必要买。公仆们退休后可是要来唱“我还是当初那个少年，没有一丝丝改变”“我们不慌不忙，总以为来日方长”，你不交养老金，他们谁来你这里唱歌？如果你是零售从业者，那也有必要买。公仆们可是当地最稳定最庞大的消费来源，你难道不想做他们退休后的生意？………………………………哦，你说个人养老金是只给自己的，不会分拆给别人。那你为啥不直接给你爸妈？,4.955095804
7b0a686eb563b41579389cb71df0cec9,Zign,https://picx.zhimg.com/d496be2288c91e30fab88d596aa4f985.jpg?source=1940ef5c,2022/12/18,男,people,FALSE,32466,243,47,我个人的理解：第一，这个事已经火烧眉毛了。第二，越是火烧眉毛的事越不能让人看出我们着急，毕竟信心比黄金重。这个事的核心就是我们希望月薪在1万到3，4万的这批人，也就是吃这几年发展红利吃的最多的这批打工人，能拿出3%到10%的薪水来帮国家度过难关。一方面呢，现行养老金制度不说一塌糊涂吧，反正是不够好。总之缺钱了，要不也不能推这么个东西出来。（这是一个非常大的改革）另一方面呢，又不能让这个东西太高调，画的饼太大，也不能强制，以免被解读成我们真快没米下锅了，新政策是打算能骗一个是一个。顺便说一句，不是说饼画的不大事情就安全，比如前一阵子的荷兰储户的事，利息很高吗？说到底，这不是考虑本金收益和风险的时候了，是考验大家是不是真正爱国的时机到了，希望大家踊跃购买哈。,4.941260921
6345925f8c4a48c745af3db85fc3287e,haha kim,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/17,男,people,FALSE,35041,232,34,个人养老金要40年后才能取出来。没人知道40年的时间会发生哪些变化。---40年前是1982年，当时有一项最高处罚为死刑的罪名，叫投机倒把罪。投机倒把罪直到1997年才取消。按照投机倒把罪的定义，现在绝大部分的私企老板都该拉出去枪毙五分钟，然后枪毙个体工商户、闲鱼卖家和直播带货的人。计划生育也是从1982年开始被定为基本国策，同年12月写入宪法。当时大家拼命生孩子，现在则是鼓励大家多生孩子。当年的富豪被称为万元户（家庭存款过万），现在月薪过万好像也不算啥。,4.873700784
